Date,DBC Returns,VGK Returns,VWO Returns,GLD Returns,TLT Returns,VTI Returns,EWJ Returns,Portfolio Returns,,VTI,Portfolio
4/27/06,-0.01562501,0.004628848,-0.005777138,-0.010840581,0.001309672,0.002916845,-0.000672529,-0.004194489,,1.035450508,1.014969541
4/28/06,0.016666671,0.00411387,0.003458761,0.033830957,0.000713513,0.001913353,-0.004037657,0.011115029,,1.038470757,1.010712263
5/1/06,0.010928923,-0.002622107,0.002757536,0.001075557,-0.007515301,-0.004812507,0.003378394,-0.001730424,,1.040457718,1.021946358
5/2/06,0.01158305,0.015116632,0.017324299,0.021332089,0.002644246,0.005910391,0.01616158,0.009959928,,1.035450508,1.020177958
5/3/06,-0.017938962,-0.008416958,0.000675807,-0.001352427,-0.002157765,-0.002899707,-0.002650744,-0.004400438,,1.041570425,1.030338857
5/4/06,-0.012048187,0.007345751,0.00823878,0.015347638,-0.00168187,0.004668254,0.005315654,0.002159008,,1.038550176,1.025804915
5/5/06,0.011014994,0.020580146,0.01272601,0.00755772,0.006016835,0.00853135,0.018506225,0.008325494,,1.043398392,1.028019636
5/8/06,-0.002723798,-0.000793888,0.005291044,-0.00632446,0.000598128,0.000906423,0.005191473,-0.001249437,,1.052299989,1.036578407
5/9/06,0.015606763,0.005561703,0.001052639,0.031379545,-0.00059777,-7.55E-05,0.003873439,0.009839998,,1.053253819,1.035283268
5/10/06,0.024971167,0.000316055,-0.005389104,0.010045881,0.00179428,-0.001358331,-0.014147885,0.006140628,,1.053174263,1.045470453
5/11/06,0.009745136,-0.00837281,-0.024712511,0.009235607,-0.004895565,-0.012922288,-0.019569484,-0.001200959,,1.051743704,1.051890298
5/12/06,-0.003340772,-0.015134625,-0.022086778,0.001267127,-0.008279268,-0.01339765,-0.01264141,-0.006456201,,1.038152768,1.050627021
5/15/06,-0.033891982,-0.017955352,-0.028820873,-0.052165338,0.003992755,0.001086369,0.009433974,-0.016862441,,1.024243961,1.043843962
5/16/06,0.003084059,0.00708284,0.006420401,0.017801468,0.007471616,-0.003177963,-0.01068091,0.007979371,,1.025356668,1.026242204
5/17/06,-0.001537309,-0.036964313,-0.031755009,-0.006704547,-0.006220052,-0.018273769,-0.031713873,-0.009063581,,1.022098122,1.034430972
5/18/06,0.000384909,-0.000339673,-0.019180152,-0.010124769,0.013601308,-0.004673237,0.000696819,0.002738569,,1.003420538,1.025055323
5/19/06,-0.021931515,0.003737695,0.011643499,-0.027868322,0.002612531,0.005650161,0.008356568,-0.007526189,,0.998731316,1.027862508
5/22/06,0.007867847,-0.020311447,-0.053120823,-0.004269579,0.002131953,-0.005934942,-0.026243069,-0.00266546,,1.004374309,1.02012662
5/23/06,0.015612812,0.015203815,0.002960907,0.016538958,-0.000590988,-0.007801345,-0.014184461,0.005546729,,0.998413405,1.017407514
5/24/06,-0.025365122,-0.009530259,-0.006681177,-0.034950273,0.00047306,0.003449944,0.002158383,-0.012080822,,0.990624437,1.023050798
5/25/06,0.017350114,0.018556687,0.031909934,0.009990618,-0.00390074,0.013832284,0.012203831,0.006186448,,0.994042036,1.010691503
5/26/06,0.009689934,0.008265866,0.007882311,0.006182396,-0.000711972,0.005678188,0.012765949,0.003875772,,1.007791907,1.016944093
5/30/06,-0.005374282,-0.012548095,-0.052489056,0.000153656,-0.000475009,-0.018114787,-0.0266107,-0.00530817,,1.013514339,1.020885537
5/31/06,-0.015052075,0.00355809,0.021269792,-0.013515558,-0.005940364,0.011820162,0.007194277,-0.006198726,,0.995154743,1.015466503
6/1/06,-0.012147371,0.010130043,0.019583487,-0.026000341,0.004463778,0.01270819,0.004285767,-0.003988736,,1.006917633,1.009171905
6/2/06,0.019833381,0.010362683,0.01006101,0.015025559,0.0129017,0.001948567,0.011379803,0.013453348,,1.019713734,1.005146584
6/5/06,-0.002722656,-0.019851121,-0.043163301,-0.003307071,-0.001297332,-0.016802836,-0.025316521,-0.005851604,,1.021700714,1.018669171
6/6/06,-0.008580322,-0.010970489,-0.014353295,-0.011692242,0.004723698,-0.004509842,-0.015872988,-0.003559536,,1.004533245,1.012708322
6/7/06,-0.00668764,-0.00665528,-0.01376222,-0.004316547,0.000235033,-0.006517247,-0.02199415,-0.003718592,,1.000002959,1.009103551
6/8/06,-0.010693075,-0.029376383,-0.02936882,-0.021997415,0.001997625,-0.000960025,-0.032233873,-0.008900358,,0.993485692,1.005351106
6/9/06,0.001601312,0.002123859,-0.006519563,-0.00755211,0.005277397,-0.003843653,-0.004647527,0.000213778,,0.992531921,0.996403121
6/12/06,-0.011990447,-0.011126757,-0.029614716,-0.006947924,0.000816617,-0.013102935,-0.009338545,-0.00563457,,0.988716973,0.99661613
6/13/06,-0.027103577,-0.028397922,-0.023582402,-0.068465785,0.000699348,-0.011892159,-0.034564051,-0.023595091,,0.975761879,0.991000626
6/14/06,-0.000415753,0.017279378,0.026993444,-0.005364789,-0.010017469,0.006347422,0.025223818,-0.003170747,,0.964157963,0.967617876
6/15/06,0.010815273,0.031622708,0.04668851,0.030564564,-0.005765365,0.023099604,0.035714263,0.011593424,,0.97027788,0.964549805
6/16/06,0.002057642,-0.006130636,-0.006277797,0.00628053,-0.002248557,-0.005204184,-0.009195426,-0.000247397,,0.992690915,0.975732239
6/19/06,-0.018480532,-0.006873527,-0.031587756,-0.022884865,-0.001423249,-0.010060351,-0.005413773,-0.011039273,,0.987524769,0.975490846
6/20/06,0.008368229,0.007985815,0.014248988,0.01667846,-0.001662897,0.000243879,0.002332844,0.005311415,,0.977589923,0.964722136
6/21/06,0.014522848,0.013908469,0.023019584,0.01797562,0.000237914,0.011135529,0.01318856,0.008940961,,0.977828337,0.969846176
6/22/06,-0.000408995,-0.009897556,-0.009099958,-0.010286336,-0.00570957,-0.005466235,-0.004594237,-0.006227138,,0.988716973,0.978517533
6/23/06,-0.002045899,-0.001578375,0.006845891,0.004503759,-0.00203371,0.001535743,-0.004615441,3.86E-05,,0.983312413,0.972424169
6/26/06,0.011070161,0.004742663,-0.004975118,0.00500081,-0.001917957,0.004903722,0.008500848,0.00249068,,0.984822528,0.972461722
6/27/06,0.003649608,-0.013811206,-0.00899998,-0.01029511,0.004924286,-0.009517675,-0.01762453,-0.001626441,,0.989651824,0.974883813
6/28/06,-0.004040418,0.012940962,0.02253615,-0.002427167,-0.005258707,0.007084657,0.012480502,-0.00147737,,0.980232639,0.973298222
6/29/06,0.02190675,0.032201603,0.054440807,0.034410827,0.003364155,0.021832318,0.042372895,0.01866843,,0.987177251,0.9718603
6/30/06,0.00436678,0.014411705,0.002651672,0.028729839,0.009699423,-0.000474823,0.008130067,0.012616753,,1.008729619,0.990003406
7/3/06,0.026482188,0.00635128,0.023024318,0.01551527,-0.000988135,0.007679513,0.017595354,0.00923007,,1.008250651,1.002494034
7/5/06,-0.007701137,-0.018103304,-0.029653305,0.005146349,-0.007984823,-0.008170968,-0.033141226,-0.006665356,,1.015993524,1.011747124
7/6/06,0.006596811,0.013024376,0.020529727,0.00832,0.006126901,0.003247813,0.008941815,0.007339807,,1.007691874,1.00500347
7/7/06,-0.007324624,-0.006011024,-0.016584808,-0.006188496,0.00644777,-0.008290575,-0.004431284,-0.001130131,,1.010964668,1.012380002
7/10/06,-0.006990281,0.002855731,0.007026829,-0.009739757,0.000949116,0.001194277,0.014836862,-0.002050556,,1.00258319,1.01123588
7/11/06,0.021900629,0.002010017,0.010079116,0.028861674,0.00320016,0.003658047,0,0.012235865,,1.003780552,1.009162284
7/12/06,0.009950258,-0.015212288,-0.015351584,0.017395345,0.000236331,-0.01069645,-0.027777834,0.003154524,,1.007452429,1.021510258
7/13/06,-0.000378929,-0.019521325,-0.038353562,0.009704329,0.00389789,-0.014896694,-0.025563904,0.000261684,,0.996676264,1.024732637
7/14/06,0.004548948,-0.006232638,-0.007782116,0.004576583,0.000588328,-0.005853675,-0.008487639,0.000904203,,0.981829083,1.025000794
7/17/06,-0.022641544,-0.013588908,-0.012581707,-0.02885341,0.00152866,-0.001717348,-0.012451454,-0.010877625,,0.976081775,1.025927602
7/18/06,-0.006177602,-0.002119358,0.012245535,-0.016419062,-0.008571045,0.00335876,-0.009456199,-0.008366659,,0.974405502,1.014767947
7/19/06,0.003496519,0.031504393,0.048389753,0.017964976,0.009474144,0.016492453,0.020684207,0.013522025,,0.977678297,1.00627773
7/20/06,-0.010452967,-0.005833911,-0.022454394,-0.023270311,0.00293288,-0.010200778,-0.005455969,-0.007641266,,0.99380261,1.019884642
7/21/06,-0.002738676,-0.000345183,-0.02105598,-0.013271538,-0.001871503,-0.007952627,0.000783739,-0.005733984,,0.983665051,1.012091432
7/24/06,0.00431547,0.017265185,0.049209737,-0.009236753,-0.000586001,0.019468276,0.018794006,0.002360083,,0.97584233,1.006288116
7/25/06,-0.008593812,-0.00033939,0.002174226,0.006705921,-0.002931521,0.003370011,0.007686341,-0.000429336,,0.994840297,1.00866304
7/26/06,-0.006698181,0.006621381,-0.007748351,0.007311146,0.003645749,0.002718892,-0.005339442,0.002339093,,0.998192919,1.008229984
7/27/06,0.019436801,0.002867239,0.009370596,0.014516161,-0.001523287,-0.002552028,0.013803762,0.006305839,,1.000906898,1.010588328
7/28/06,-0.003501961,0.019340755,0.023982728,0.003338617,0.005750467,0.00879505,0.027231449,0.005746124,,0.998352556,1.016960936
7/31/06,0.009761823,-0.002639819,-0.010728317,0.000792252,0.001283563,-7.92E-05,-0.000736414,0.001691025,,1.007133116,1.022804519
8/1/06,0.004640337,-0.005293612,-0.017412525,0.018366054,-9.36E-05,-0.005152211,-0.015475332,0.003419863,,1.007053347,1.024534107
8/2/06,0.013471885,0.009978344,0.014612062,0.006685323,0.003744447,0.006294328,0.023203646,0.007215321,,1.001864796,1.028037873
8/3/06,-0.009494844,-0.001317276,-0.000919226,-0.009729683,0.000233203,0.002216935,-0.008046803,-0.003779245,,1.008170862,1.035455497
8/4/06,-0.001150339,0.003957092,-0.000306624,0.002495259,0.00606057,-0.000474055,0.003687247,0.003341969,,1.010405911,1.031542257
8/7/06,0.01573893,-0.003777302,-0.003221337,0.003422542,0.000579271,-0.003319611,-0.022042546,0.002249516,,1.009926923,1.034989639
8/8/06,-0.013983309,-0.006429268,0.002923878,-0.008217039,-0.002199864,-0.004599535,0.00525921,-0.005223413,,1.006574359,1.037317865
8/9/06,0.001533102,0.007466438,0.000460298,0.010317274,-0.003249003,-0.005098788,0.003736937,0.00122784,,1.001944585,1.031899526
8/10/06,-0.01301181,-0.003623226,0.007515433,-0.021352268,-0.001513449,0.003843714,0.011168988,-0.006918589,,0.996835881,1.033166534
8/11/06,-0.00969365,-0.005123987,-0.00700256,-0.008537565,-0.0043138,-0.003111043,-0.009572961,-0.006312853,,1.000667433,1.02601848
8/14/06,-0.00939708,0.001329145,0.000919789,-0.007335337,-0.001756468,0.00184041,0.005948,-0.003541772,,0.997554314,1.019541375
8/15/06,0.001581058,0.022067348,0.02098334,-0.003855454,0.008445771,0.0127796,0.022912014,0.006079725,,0.999390223,1.015930392
8/16/06,-0.010655139,0.008766252,0.016951664,0.007740752,0.006746551,0.009779103,0.010838116,0.005215677,,1.012162031,1.02210697
8/17/06,-0.015556413,-0.003540429,-0.00486801,-0.023363785,-0.000346685,0.002264989,-0.002144333,-0.00821892,,1.022060067,1.027437949
8/18/06,0.005267384,0.002906991,-0.00518826,0.000163887,0.002889496,0.00397409,0.005014333,0.00242176,,1.024375022,1.018993519
8/21/06,0.008061293,-0.000966156,-0.008940496,0.022935747,0.003572734,-0.0038031,-0.008553123,0.007406235,,1.028445981,1.021461277
8/22/06,-0.001599391,-0.005319167,-0.001503505,-0.006245996,0.000344493,0.000311609,0.002875609,-0.001671443,,1.024534698,1.029026459
8/23/06,-0.010412504,-0.002592763,-0.013853436,-0.00354548,0.000459204,-0.004829065,-0.007168409,-0.003296177,,1.024853952,1.0273065
8/24/06,0.014569024,-0.000487394,0.001068873,-0.001293903,0.00183586,-7.82E-05,-0.007942307,0.002417876,,1.019904865,1.023920316
8/25/06,-0.00039888,-0.000162585,0.00335569,0.000323887,0.001489008,0.000391324,-0.005094537,0.000681109,,1.019825096,1.026396028
8/28/06,-0.015562621,0.007966218,0.005624852,-0.012465598,0.000914845,0.005789888,-0.002194613,-0.004087464,,1.020224178,1.027095116
8/29/06,-0.001621434,0.005967708,0.004686314,-0.000983623,0.001371143,0.001944766,0.008064502,0.000866064,,1.026131162,1.022896901
8/30/06,0.01502235,0.002886017,0.006620533,0.007876584,0.002624413,0.002173904,-0.006545451,0.005535347,,1.028126746,1.023782796
8/31/06,0,-0.002238201,-0.006875907,0.014164816,0.002389887,-0.000154989,0.003660339,0.004257887,,1.030361795,1.029449789
9/1/06,-0.001999943,0.004806905,0.013847065,-0.002408123,0.000342031,0.005811261,0.008752758,0.00059719,,1.0302021,1.033833069
9/5/06,-0.00160328,0.0001595,0.012173371,0.019633119,-0.00626713,0.002003004,0.013738279,0.002664721,,1.036188874,1.034450464
9/6/06,-0.005218749,-0.014030635,-0.02992079,-0.007891414,-0.001376023,-0.010686675,-0.014978619,-0.00596304,,1.038264364,1.037206987
9/7/06,-0.003228386,-0.011157799,-0.00892042,-0.025612488,0.001952074,-0.00373015,-0.007965312,-0.006875319,,1.027168771,1.03102208
9/8/06,-0.008097193,0,0.009153267,-0.0099592,0.000802199,0.002028159,0,-0.002729576,,1.023337277,1.023933474
9/11/06,-0.023265309,-0.00310714,-0.021919923,-0.035290222,-0.000916094,0.000311323,-0.015328486,-0.01361746,,1.025412768,1.02113857
9/12/06,-0.01587971,0.014763802,0.017774355,-0.003076923,0.005043014,0.011361927,0.00815426,0.001315861,,1.025732002,1.007233256
9/13/06,-0.002547707,0.001131571,0.013667448,0.005144016,0.000456158,0.005309234,-0.012499954,0.001585282,,1.037386294,1.008558636
9/14/06,-0.005959985,0.001614696,-0.007940056,-0.024394405,-0.002279768,-0.002143122,-0.000744639,-0.008165068,,1.042894021,1.010157485
9/15/06,-0.002997837,-0.005319975,0.003473218,0.003672023,-0.000799724,0.002377815,-0.000745194,0.000202264,,1.040658972,1.001909481
9/18/06,0.012027449,0.005186392,0.016102335,0.014459895,-0.001600729,0.00076529,0.002982828,0.005386479,,1.043133467,1.002112131
9/19/06,-0.014855714,-0.009513063,-0.012440697,-0.022497029,0.01122313,-0.002599766,-0.008178424,-0.003659446,,1.043931767,1.007509987
9/20/06,-0.006031839,0.014162448,0.01154762,0.005973296,0.001472221,0.005979746,0.003748143,0.002563762,,1.041217788,1.003823059
9/21/06,0.0173385,0.004333865,-0.017790896,0.01205035,0.00915976,-0.006249088,0,0.008580741,,1.047444006,1.006396622
9/22/06,-0.011503964,-0.003675858,-0.010716982,0.009490923,0.004930542,-0.002530576,-0.014189723,0.001713663,,1.040898437,1.015032251
9/25/06,0.00215511,0.002887381,0.009765022,0,0.007024948,0.008560844,0.006060651,0.004691035,,1.038264364,1.016771674
9/26/06,0.00430109,0.00527828,0.012390424,0.004102598,-0.004207698,0.0069652,0.000752963,0.000819468,,1.047152783,1.021541386
9/27/06,0.01498932,0.002386663,-0.000597019,0.018215849,-0.002891152,0.001216209,0.015048891,0.005839373,,1.054446412,1.022378506
9/28/06,0.008016818,0.003174616,0.008064537,-0.000334392,-0.001672826,0.000986985,0.005189121,0.00094895,,1.055728839,1.028348555
9/29/06,0.002511582,-0.001424058,-0.005333334,-0.005352065,-0.001228685,-0.003109631,-0.001475001,-0.001965838,,1.056770827,1.029324406
10/2/06,-0.010855959,-0.000475347,0.001191549,-0.005380847,0.002739793,-0.002814937,0.010339832,-0.001482012,,1.05348466,1.027300921
10/3/06,-0.016462701,-0.001743823,-0.012942595,-0.034488604,-0.001343807,0.001525879,-0.003654987,-0.011814641,,1.050519168,1.025778449
10/4/06,0.00729613,0.010798803,0.019442338,-0.012957485,0.007288637,0.010588859,0.008070333,0.003231789,,1.052122133,1.013659244
10/5/06,0.005539036,0,0.012714388,0.009756945,-0.007013295,0.004824367,0.008733648,0.001054948,,1.063262906,1.016935177
10/6/06,0.003813576,-0.007384141,-0.005839421,0.001229867,-0.01042601,-0.001950573,-0.011544014,-0.00475727,,1.068392476,1.018007991
10/9/06,0.027859831,0.001899304,-0.006020526,0.003684839,0.002718991,0.000977193,-0.009489027,0.005775152,,1.066308499,1.013165052
10/10/06,-0.026694024,0.000473968,0.008863927,-0.003496521,-0.007908774,0.00225279,0.008106187,-0.007549349,,1.067350487,1.019016234
10/11/06,-0.01350219,0.001421086,-0.004685895,-0.002105246,-0.002960861,-0.001798206,-0.009502983,-0.00435483,,1.069755003,1.011323325
10/12/06,0.011120626,0.010879894,0.02353978,0.010724349,0.000571046,0.009982753,0.010332031,0.006624603,,1.067831363,1.006919184
10/13/06,0.021573627,-0.000156017,0.003306084,0.01878584,-0.005022779,0.003492864,-0.00292182,0.005653237,,1.07849126,1.013589624
10/16/06,0.008695677,0.002340097,0.002865276,0.010244118,0.004474534,0.002740097,0.010989061,0.006435702,,1.082258284,1.019319686
10/17/06,0.000820968,-0.005758722,-0.011285723,-0.00878817,0.000799525,-0.003914308,-0.005797061,-0.002651981,,1.085223777,1.025879724
10/18/06,-0.015996689,0.001095789,0.003612184,-0.001023052,0.002054335,0.001408787,0.005830863,-0.001212015,,1.080975877,1.02315911
10/19/06,0.016673581,0.008444067,0.007630273,0.013995562,-0.001822359,0.001110677,0,0.005561177,,1.082498742,1.021919026
10/20/06,-0.013940125,0.006202537,-0.005715107,-0.010604292,-0.001026885,-0.000295907,-0.000724674,-0.005118847,,1.083701048,1.027602099
10/23/06,0.002079031,-0.000616449,0.002155498,-0.017352858,-0.003997788,0.004290916,0.010877413,-0.004972609,,1.083380373,1.02234196
10/24/06,0.007053979,-0.001696228,0.003441416,0.007098338,0,0.002430959,0.000717397,0.002998255,,1.088029068,1.017258254
10/25/06,0.017717348,0.008495549,0.009717059,0.010142686,0.007912865,0.003306842,0.002867363,0.009492244,,1.090674022,1.020308254
10/26/06,-0.006882583,0.007351765,0.004245641,0.009019793,0.006485378,0.005273586,0.006433246,0.005001857,,1.094280708,1.029993269
10/27/06,0.002853628,-0.006233788,-0.01705184,0.001855304,0.004634906,-0.007650295,-0.011363638,0.001273347,,1.100051492,1.035145147
10/30/06,-0.010569115,-0.002141975,-0.007025067,0.008417508,0.00281309,0.000367115,-0.005747169,0.001274059,,1.091635774,1.036463246
10/31/06,-0.006162694,0.00337321,0.018625494,0.005676127,0.007742327,-0.001247676,-0.002167573,0.004586811,,1.09203653,1.037783761
11/1/06,0.012815207,-0.001680935,-0.00170097,0.01859228,0.005532926,-0.008083528,-0.004344731,0.008027343,,1.090674022,1.042543879
11/2/06,-0.007346972,0.003520517,0.004827414,0.009126418,-0.004112981,-0.000592697,0.002181845,-0.000430967,,1.081857528,1.050912737
11/3/06,0.012335568,-0.002440434,0.007771712,0.006136967,-0.01183164,-0.000148186,-0.005079832,-0.002007123,,1.081216315,1.050459828
11/6/06,0.017465433,0.013455609,0.019629873,-0.006581059,0.002936881,0.011120999,0.006564547,0.004353812,,1.081056094,1.048351426
11/7/06,-0.002395192,0.004375396,-0.002750366,0.002423687,0.004617587,0.00344627,-0.001449265,0.00252333,,1.093078518,1.05291575
11/8/06,-0.001200514,0.004206084,0.000827435,-0.014990329,0.003587448,0.002557475,-0.010885306,-0.002164813,,1.096845562,1.055572604
11/9/06,0.013221228,-0.004786842,0.001653289,0.030109638,-0.000558494,-0.005466483,-0.012472526,0.008070531,,1.099650717,1.053287487
11/10/06,-0.020956914,0.008417225,0.002751088,-0.007307371,0.004359007,0.002271879,-0.001485959,-0.002396155,,1.093639495,1.061788076
11/13/06,-0.007269823,-0.004620631,-0.002057628,-0.004800816,-0.000222624,0.002266836,-0.010416594,-0.002682158,,1.096124111,1.059243867
