Date,EMB Returns,HYG Returns,DBC Returns,VWO Returns,VGK Returns,GLD Returns,TLT Returns,VTI Returns,EWJ Returns,Portfolio Returns,,VTI,Portfolio
1/7/08,0.002261066,-0.005947542,-0.018159489,0.007879459,-0.000411169,-0.004228827,0.004349237,0.000502096,-0.006182387,0.000276324,,0.971102948,1.014508535
1/8/08,0.002452188,-0.005780348,0.009090886,-0.000781796,-0.007539351,0.023711243,-0.001161813,-0.017921152,-0.002332795,0.002657506,,0.971590535,1.014788868
1/9/08,-0.00078273,-0.010913914,-0.009940914,0.024254308,0.001381192,-0.002650334,0.001903363,0.010583927,0.021823786,-0.000659009,,0.954178514,1.017485676
1/10/08,0.000881284,0.007424989,-0.004706677,0.009261865,0.000827564,0.01964179,-0.013509224,0.006572804,-0.008390443,-0.000112906,,0.964277469,1.016815144
1/11/08,-0.00362002,0.002149662,0.009142474,-0.023651853,-0.018191852,0.003739399,0.007809942,-0.009400098,-0.016923138,0.000311966,,0.970615476,1.016700339
1/14/08,0.003436828,-0.003472969,0.012496129,0.010755811,0.015861955,0.010837649,0.00371557,0.009634198,0.012519576,0.004651554,,0.961491596,1.017017516
1/15/08,0.001663547,0.002562526,-0.012341903,-0.042181892,-0.032057475,-0.017310732,0.011210964,-0.024250286,-0.027820741,-0.000774092,,0.970754797,1.021748227
1/16/08,0.001367712,-0.001124645,-0.009372057,-0.038434639,-0.01927204,-0.014660769,-0.00721684,-0.006029472,-0.018282897,-0.004516272,,0.947213715,1.0209573
1/17/08,-0.000878017,-0.007062386,-0.012929653,-0.028624942,-0.014556044,-0.002306771,0.01295832,-0.027518756,-0.013765219,-0.000228879,,0.941502516,1.016346379
1/18/08,0.000585859,0.007834194,0.003833866,0.021860257,-0.003101912,0.010635815,-0.006864317,-0.006770112,0.026272606,0.00105326,,0.915593539,1.016113759
1/22/08,-0.004781867,-0.006955097,-0.003500947,-0.030620772,-0.028004139,0.008579273,0.010681797,-0.011105247,-0.036800084,-0.000889505,,0.909394868,1.017183991
1/23/08,0.00019609,0.001956973,-0.018843846,0.01081782,-0.003201189,-0.003175672,-0.002279566,0.026177239,0.003322263,-0.000621373,,0.899295813,1.016279201
1/24/08,0.000196036,0.012541131,0.024739587,0.007063323,0.029209413,0.024917545,-0.020043629,0.006415142,0.01655631,0.000983445,,0.922836895,1.015647712
1/25/08,0.001568358,0.001522854,0.02223636,-0.023379347,-0.020802406,0.002442285,0.016850322,-0.014548211,0.015472399,0.005471987,,0.928757024,1.016646546
1/28/08,-0.000391472,-0.004561634,0.004661336,0.022850898,0.021092551,0.016057552,-0.003751961,0.020926877,-0.005613546,0.001564694,,0.915245271,1.022209622
1/29/08,-0.001664361,0.001018394,0.008351275,0.003829789,0.004606891,-0.006539488,-0.006799813,0.004099598,0.016935434,-0.002204037,,0.934398497,1.023809068
1/30/08,0.003040079,0.003865693,-0.008588927,-0.017698152,-0.005917187,0.0099835,-0.00653047,-0.0090565,-0.004758089,0.000122558,,0.938229155,1.021552555
1/31/08,0.000293302,0.002026712,0.004950496,0.023734992,0.013392886,-0.007169194,0.007103471,0.020301083,0.013545854,0.002759205,,0.929732083,1.021677754
2/1/08,5.89E-05,0.000549862,-0.01754924,0.024238623,0.013803257,-0.022428927,0.006010981,0.016152691,0.008647786,-0.000623198,,0.948606652,1.024496772
2/4/08,0.000392789,0.000203562,0.017549391,-0.001234713,-0.011153008,-0.002797986,-0.010290907,-0.011849693,-0.003117696,-0.002348981,,0.963929202,1.023858308
2/5/08,-0.002257529,-0.008037452,-0.008315392,-0.041619453,-0.046286744,-0.015937127,0.007639265,-0.028370806,-0.03362003,-0.00434384,,0.952506937,1.021453284
2/6/08,0.000393524,-0.002051257,-0.004658409,-0.015371404,0.005682742,0.014484455,-0.003053605,-0.007600918,-0.012944998,5.87E-05,,0.925483547,1.017016254
2/7/08,-0.003540184,-0.004213799,0.012168449,0.01604806,-0.011759394,0.010118055,-0.021546262,0.009175753,0.005737781,-0.005138562,,0.918449022,1.01707598
2/8/08,-0.003848803,-0.007534282,0.0299014,-0.006231904,-0.00556329,0.012799132,0.011442109,-0.00586111,-0.025264877,0.002589099,,0.926876484,1.011849672
2/11/08,-0.000495368,-0.007903501,0.006584901,0.013623127,0.006993078,0.003626396,0.004162215,0.005820139,0.01003336,0.001370799,,0.921443958,1.014469451
2/12/08,0.000297347,0.003773585,-0.020220043,0.00373332,0.017901163,-0.021898609,-0.005951731,0.009243223,0.014900726,-0.003618033,,0.92680689,1.015860085
2/13/08,0.001882694,-0.002610695,0.008194227,0.021253971,0.013189864,0.001231389,-0.010584806,0.011392386,-0.007340977,-0.000797095,,0.935373572,1.012184669
2/14/08,-9.89E-05,0.004920969,0.020168536,-0.011446392,-0.007032794,0.00301875,-0.014696357,-0.012957332,0.009860323,-0.002443593,,0.946029709,1.011377861
2/15/08,0.001879357,-0.002500579,-0.004721157,0.015263126,-0.003013812,-0.006242303,0.007677092,0.000223749,0.012205035,0.001948858,,0.933771688,1.008906465
2/19/08,-0.007503237,-0.005118011,0.032611967,0.009746018,0.01435909,0.027257431,-0.01012191,0.003206512,0.009646313,-0.00124515,,0.933980619,1.010872681
2/20/08,0,0.002624674,0.005167886,0.008009022,-0.001490065,0.018126184,0.006926939,0.004683,-0.020700614,0.004137883,,0.936975439,1.009613992
2/21/08,-0.001094197,0.003455512,-0.005426985,-0.013547956,0.001790686,0.000107272,0.010591847,-0.011172006,0.007317104,0.001792387,,0.941363295,1.013791657
2/22/08,0.003684547,0.001773964,0.013785153,0.015076502,0.006852379,0.00150133,-0.005726704,0.004639053,0.008070988,0.00171686,,0.930846379,1.015608763
2/25/08,0.001289793,0.003020842,0.009631744,0.010986703,0.014647205,-0.006960071,-0.010215115,0.016757282,0.02081663,-0.0009232,,0.935164625,1.017352421
2/26/08,0.000891821,0.006438905,0.021324414,0.018716056,0.020268287,0.01045936,0.000329365,0.006445869,0.010980449,0.00402354,,0.950835443,1.016413201
2/27/08,0.001979979,-0.000206418,-0.001373717,0.004049804,0.001143385,0.011418205,0.00087808,-0.001601181,-0.005430638,0.002215292,,0.956964404,1.02050278
2/28/08,-0.000889206,-0.001444941,0.009628661,-0.008263694,-0.006424048,0.012766396,0.017765054,-0.010059691,-0.010920405,0.005076874,,0.95543213,1.022763492
2/29/08,0.002966723,-0.003824311,-0.016348831,-0.031643632,-0.024425243,0.001979394,0.01530014,-0.02209132,-0.011829643,0.002660031,,0.945820779,1.027955933
3/3/08,0.00013863,0.000271487,0.014681534,0.005736509,-0.00206185,0.011020981,-0.002577799,-0.003539158,-0.000798108,0.001291643,,0.924926349,1.030690328
3/4/08,-0.00128705,-0.001148362,-0.003549038,-0.018333706,-0.008116925,-0.021184678,-0.009718026,-0.003173874,-0.023162987,-0.006293923,,0.921652889,1.032021612
3/5/08,0.001387775,0.002821887,0.021917783,0.018779879,0.011754215,0.026686289,-0.011970241,0.005609807,0.005723707,0.002500666,,0.918727679,1.025526148
3/6/08,-0.001484796,-0.002605533,0.007506758,-0.030145609,-0.012794168,-0.01248466,0.005348154,-0.020731238,-0.008943168,-0.0018831,,0.923881564,1.028090646
3/7/08,-0.000991426,-0.002089829,-0.010111776,-0.010815982,-0.009384729,-0.004248746,0.001302823,-0.010777476,-0.014766079,-0.00199671,,0.904728355,1.026154648
3/10/08,9.93E-05,-0.002303678,0.018817219,-0.028131574,-0.010075161,-0.002289447,0.014745661,-0.015252921,-0.004163225,0.003069803,,0.894977667,1.024105715
3/11/08,-0.000892996,0.002518877,0.015567277,0.067613267,0.031444632,0.001251643,-0.008547864,0.03540386,0.029264221,0.001333093,,0.881326644,1.027249519
3/12/08,0.000496524,-0.000209352,0.010911886,-0.023838701,0.001030925,0.010626149,0.019290886,-0.009540521,0,0.006000781,,0.912529009,1.028618938
3/13/08,-0.002382349,-0.007015695,0.00102804,-0.001991447,0.004560802,0.013709865,-0.007824123,0.006472952,0.003249394,-0.0018215,,0.903823006,1.034791455
3/14/08,0.004378146,-0.006010752,-0.001283678,-0.036126882,-0.023432903,0.003762487,0.012361505,-0.018375262,-0.066396784,0.002617271,,0.909673409,1.032906582
3/17/08,-0.00208044,-0.004667967,-0.040102856,-0.032577867,-0.016946586,0.004660105,0.007684238,-0.011543585,0.028620945,-0.001452996,,0.892957922,1.035609978
3/18/08,0.004963765,0.014708994,0.022228114,0.05710101,0.030205889,-0.026923445,-0.003865066,0.041584435,0.028667775,0.003390515,,0.882649986,1.034105242
3/19/08,0.001185364,0.001050489,-0.043227599,-0.055827802,-0.037464816,-0.035854912,0.016568809,-0.026742406,-0.030327833,-0.003633044,,0.919354487,1.037611391
3/20/08,-0.000197304,0.004721886,-0.040251969,0.015120702,0.00892312,-0.033641412,0.002475739,0.020938741,0.01859676,-0.003445814,,0.894768736,1.033841703
3/24/08,0.000197343,0.007624058,0.018259632,0.037461116,0.02134798,0.002113158,-0.01934551,0.021652923,0.030705452,-0.00110502,,0.913504068,1.030279276
3/25/08,-0.001973327,0.00259122,0.01008686,0.01092893,0.017020002,0.029189845,0.004197202,0.001447032,0.010466931,0.004588015,,0.933284101,1.029140797
3/26/08,0.001977229,-0.00237779,0.029958451,-0.012718571,0,0.011538876,-0.004179659,-0.011754186,-0.007968091,0.001658384,,0.934634594,1.033862511
3/27/08,-0.000394683,-0.003212417,0.011042292,0.010950049,0.002789124,-0.003624776,-0.00703049,-0.003712165,-0.003212855,-0.00202316,,0.923648725,1.035577051
3/28/08,-0.00187537,0.000519772,-0.023708053,-0.007327133,-0.000146307,-0.01690565,0.009722134,-0.008896659,0.004029036,-0.001643992,,0.920219988,1.033481913
3/31/08,-0.000296749,0.004468,-0.024010916,0.005883575,0.007174191,-0.015999054,0.003558309,0.005063721,-0.007223144,-0.001491826,,0.912033104,1.031782877
4/1/08,-0.001102972,0.004394549,-0.005591306,0.02945872,0.027329522,-0.039265599,-0.016274959,0.034122143,0.029102607,-0.006566733,,0.916651386,1.030243636
4/2/08,0.003084012,0.000518444,0.02980044,-0.00020664,0.00240552,0.027745751,0.002129219,0.000664327,-0.001571049,0.006368314,,0.947929496,1.023478302
4/3/08,0.000793441,-0.001761642,0.005460006,0.010539389,0.001835178,0.001680307,0.002230945,0.001180321,0.004720742,0.001450763,,0.948559231,1.029996132
4/4/08,0.003171128,0.003840921,0.007059421,-0.001738279,0.003663551,0.009282062,0.009115971,0.000368427,0.000783019,0.005366383,,0.949678835,1.031490413
4/7/08,0.002667161,0.00796281,0.010784634,0.004916541,0.005053955,0.010193884,-0.005252105,0.000515514,0.007042284,0.002451053,,0.950028722,1.037025785
4/8/08,0.00029556,0.003385684,0.004001006,-0.002038481,-0.008381037,-0.008994187,-0.003484622,-0.001840405,-0.014763009,-0.001582423,,0.950518476,1.039567589
4/9/08,-9.85E-05,-0.008691274,0.016737535,-0.007762265,-0.003521613,0.021472087,0.010384609,-0.008997716,-0.014984221,0.004254307,,0.948769137,1.037922554
4/10/08,0.002561101,0.003610167,-0.004442182,0.017292862,-0.003534079,-0.005634457,-0.003356046,0.005060713,-0.003202565,0.000129836,,0.940232382,1.042338196
4/11/08,0.001080767,-0.008016516,-0.003936948,-0.018415471,-0.018016692,-0.005121434,0.006734707,-0.020436958,0.00642571,-0.0003074,,0.944990628,1.042473529
4/14/08,0.000294428,0.003522629,0.00685108,0.001340049,0.002311423,-0.002081073,-0.005853432,-0.003401587,-0.006384684,-0.001030583,,0.925677894,1.042153073
4/15/08,0.001079282,-0.000103257,0.012038695,0.016985792,0.004612268,0.006036692,-0.012406697,0.004778558,0.007228946,-0.000834708,,0.922529121,1.041079047
4/16/08,0.000882132,0.004336583,0.009568228,0.020953547,0.032568208,0.017564837,-0.009794508,0.024760312,0.031897869,0.002514682,,0.92693748,1.040210051
4/17/08,-0.001273071,0.001028128,-0.004610669,-0.006147173,-0.013061022,-0.007612298,-0.001720275,0.001252282,-0.014683147,-0.002330298,,0.949888741,1.042825848
4/18/08,-0.002157083,0.006778228,0.000514681,0.01007585,0.010558911,-0.020959324,-0.000861634,0.013758064,0.027450988,-0.001813324,,0.951078269,1.040395753
4/21/08,-9.82E-05,-0.001632103,0.001285989,0.009777757,0.004458074,-0.004083017,0.00398839,-0.002104608,-0.003053438,0.000508244,,0.964163265,1.038509179
4/22/08,-0.00127756,0.001328252,0.00616486,-0.008704998,-0.009569976,0.000221573,0.003435691,-0.008363598,-0.019142375,-2.18E-06,,0.962134079,1.039036995
4/23/08,-0.001180711,0.004081656,-0.009445987,0.012333489,0.002940757,-0.011631727,-0.003316902,0.00308031,0.010928929,-0.002233285,,0.954087177,1.03903473
4/24/08,-0.00059112,0.000304869,-0.016752508,-0.00584794,-0.005026555,-0.022416498,-0.008480951,0.005556719,-0.007721972,-0.005636723,,0.957026061,1.036714269
4/25/08,-0.001478512,0.004774968,0.018348532,0.00950983,0.010945823,0.000573217,-0.005846706,0.007707397,0.019455207,-1.56E-05,,0.962343985,1.030870598
4/28/08,-0.00148076,0.005864532,0.002316609,-0.009031777,-0.002359774,0.004812708,0.003049433,-0.00043292,0.018320631,0.001314572,,0.969761153,1.030854556
4/29/08,9.89E-05,-0.002915161,-0.024139666,-0.016856131,-0.006261368,-0.021439206,0.003800206,-0.004186817,-0.008995512,-0.00330501,,0.969341324,1.032209688
4/30/08,0.006326598,0.001008135,-0.001842099,0.016347672,0.002660353,0.009789116,0.007139028,-0.003986982,0.00453854,0.005845623,,0.965282869,1.028798225
5/1/08,0.001637712,0.02125155,-0.023200662,0.014417441,0.008658046,-0.030698257,6.47E-05,0.017612915,0.009036155,-0.000851245,,0.961434304,1.034812191
5/2/08,0.004137168,-0.010117001,0.025371192,0.006767814,0.000415319,0.007024694,-0.012610454,0.00286077,-0.002238787,-9.01E-05,,0.978367965,1.033931313
5/5/08,-0.000392383,-0.001603249,0.02079486,-0.003169053,0.001937443,0.019981023,0,-0.005134798,0.00149593,0.002680468,,0.98116685,1.033838125
5/6/08,-0.001373903,-0.00712564,0.013151183,0.008863181,0.008425431,0.004172946,-0.007204493,0.008530482,0.004480918,-0.001430455,,0.976128757,1.036609296
5/7/08,-0.00167065,0.000707569,0.001781617,-0.023491193,-0.018216712,-0.009350075,0.004288068,-0.014073459,-0.01263944,-0.001672354,,0.984455605,1.035126473
5/8/08,0.000196919,-0.002121207,0.016260138,0.003715973,0.009207524,0.016546236,0.008977522,-0.002018709,0.00451812,0.004831192,,0.97060091,1.033395375
5/9/08,0.000295232,0.002125716,0.015499963,-0.005163668,-0.0045617,0.002063274,0.003689204,-0.000577814,-0.015742167,0.001831262,,0.968641549,1.038387906
5/12/08,-0.001377403,-0.001313105,-0.016986665,0.007736779,0.009859735,-0.004918783,-0.001513509,0.010336055,0.003808099,-0.001857885,,0.968081854,1.040289466
5/13/08,-0.000788199,-0.000303499,0.005509681,0.003692861,-0.006738155,-0.018392908,-0.010935497,0.001144686,0.000758662,-0.004800053,,0.978088002,1.038356728
5/14/08,-0.002070587,-0.001416427,-0.016189348,0.002130162,-0.001246076,-0.002225108,0.000437885,0.003144225,0.009097898,-0.001707728,,0.979207606,1.033372561
5/15/08,0.003260568,0.002634265,0.011392439,0.020289831,0.015386767,0.021126797,0.00908198,0.01061397,0.019534163,0.007774229,,0.982286454,1.031607842
5/16/08,0.003348391,0.00141471,0.014518085,0.010984887,0.011057991,0.024137908,-0.004120643,0.001762181,0.00368454,0.004288892,,0.992712414,1.039627797
5/19/08,0.000196359,0.003935412,0.001480423,0.004964395,-0.003915773,0.003254781,0.001306661,0.001547989,-0.001468389,0.001243189,,0.994461753,1.044086648
5/20/08,0.001472034,-0.001909688,0.013796553,-0.023394558,-0.008133366,0.016892304,0.005219695,-0.008219737,-0.008823539,0.003458265,,0.996001169,1.045384646
5/21/08,0.000195958,-0.001812687,0.029161507,-0.007825914,-0.012983409,0.011661133,0.000216311,-0.016788234,-0.017804174,0.001644896,,0.987814302,1.048999863
5/22/08,-0.003037117,-0.001513337,-0.01440369,0.011446718,0.018415961,-0.010656764,-0.011788842,0.003386173,0.014350534,-0.005550912,,0.971230644,1.050725358
5/23/08,0.001670591,-0.00596144,0.001916578,-0.026533534,-0.016995234,0.002747857,0.00437775,-0.014432466,-0.00819069,0.000561135,,0.974519399,1.044892874
5/27/08,-0.00117731,-0.005590512,-0.01602099,0.003321584,-0.002766304,-0.020497665,-0.00675598,0.008742619,0.003003006,-0.005370065,,0.960454682,1.0454792
5/28/08,-0.001080451,0.004906416,0.006318286,0.004576441,0.005547855,-0.002461974,-0.008886505,0.005994411,-0.011227536,-0.002037263,,0.968851571,1.039864909
5/29/08,-0.003146505,-0.001017167,-0.027288104,0.007560325,-0.006896553,-0.029504117,-0.007194974,0.00437937,0.011355025,-0.0074398,,0.974659265,1.037746431
5/30/08,0.000789132,0.000101846,0.006703073,-0.001635389,0.001249957,0.010865738,0.006578183,0.001929973,0.013473111,0.003687343,,0.978927659,1.030025805
6/2/08,0.001574265,-0.00825938,0.013316932,-0.005588753,-0.012345666,0.005831927,0.003857598,-0.007990257,0.002215639,0.001731964,,0.980816963,1.033823863
6/3/08,0.001680495,0.00072329,-0.02360675,-0.017344907,-0.003511247,-0.012278331,0.007198171,-0.005393756,-0.000736941,-0.000323345,,0.972979983,1.035614409
6/4/08,0.000394745,-0.001032512,-0.014955111,-0.013903968,-0.009866056,-0.002647272,-0.008905973,0.001807669,0.011799423,-0.003222537,,0.967731967,1.035279548
6/5/08,-0.001874338,0.004341069,0.037955482,0.029599973,0.019786465,-0.002308194,-0.005990688,0.019487523,0.008017481,0.000923561,,0.969481306,1.031943322
6/6/08,0.000988327,-0.002778592,0.025597253,-0.034770797,-0.026800639,0.030190874,0.012946468,-0.030159247,-0.035430201,0.005737115,,0.988374095,1.032896385
6/9/08,0,0.003199144,0.010221055,-0.00321996,-0.001721207,-0.012014373,0,0.000802988,0.001499209,-0.000576012,,0.958565477,1.03882223
6/10/08,-0.004838055,0.000411494,-0.003999959,-0.021703963,-0.015804576,-0.027730368,-0.006500696,-0.005032847,-0.021706547,-0.007834572,,0.959335193,1.038223856
6/11/08,0.000496038,-0.000205616,0.03685325,-0.004230751,-0.01532851,0.017182863,-0.002328929,-0.015101519,-0.014537102,0.002371769,,0.954507006,1.030089817
6/12/08,-0.005454146,-0.001645636,-0.000227802,0.006321243,-0.001927327,-0.016318077,-0.010004462,0.002977263,-0.002329173,-0.006680561,,0.9400925,1.032532953
6/13/08,-0.001296219,0.004429803,-0.006381109,0.00041191,0.008467022,0.002686963,-0.002133341,0.0148423,0.010116676,-5.54E-05,,0.942891402,1.025635054
6/16/08,-0.002895372,-0.013846139,-0.000917361,0.00874934,0.005008173,0.013748106,0.000225007,0.001681869,0.009245002,-0.000658136,,0.956886079,1.025578202
6/17/08,0.002603325,0.001768058,0.010100964,-0.007346942,0.002638128,0.002758281,0.002024987,-0.007154293,0.006870171,0.002381364,,0.958495437,1.024903232
6/18/08,-0.001298275,0.002180215,0.013636342,0.008840459,-0.010378698,0.011805146,0.008420344,-0.007352941,-0.010614071,0.003298296,,0.951638079,1.027343899
6/19/08,-0.00110001,-0.006319284,-0.023318321,-0.013042575,-0.00147708,0.001585852,-0.005900673,0.00296291,-0.00306505,-0.003589827,,0.944640741,1.030732383
6/20/08,-0.000400451,-0.003961604,0.006887041,-0.031591976,-0.018047353,0.005994108,0.00582368,-0.016248137,-0.033051598,0.000318773,,0.947439627,1.027032232
6/23/08,-0.001602356,-0.00366337,0.007067869,0.002132173,-0.004218127,-0.020910636,0.002115598,-0.00300295,0.007154244,-0.002481197,,0.932045498,1.027359622
6/24/08,-0.000902841,-0.004202145,0.00022645,-0.002127637,-0.003782138,0.00436336,0.006666653,-0.004948016,-0.007892624,0.001038627,,0.929246612,1.02481054
6/25/08,0.00050204,0.00337588,-0.003847924,0.017910464,0.011693299,-0.000571659,0.000441507,0.007147213,0.015187803,0.001190201,,0.924648685,1.025874936
6/26/08,-0.00230812,-0.007885593,0.033174341,-0.032048661,-0.024317064,0.036490541,0.00672993,-0.028989964,-0.025196746,0.003563699,,0.931257346,1.027095934
6/27/08,-0.005833846,-0.002755428,0.002639081,0.008223365,0.001846193,0.009491226,0.011726031,-0.001399419,0.005654206,0.001405396,,0.904260229,1.030756195
6/30/08,0.001618805,-0.001062686,-0.017767084,0.004507389,0.00752455,-0.000765267,0.000216598,-0.002024368,0.00160643,-0.000119625,,0.902994791,1.032204816
7/1/08,-0.00530299,-0.001060521,0.017641824,-0.027564123,-0.014327134,0.01378558,-0.002369298,0.004680962,0.004009725,-0.001093823,,0.901166797,1.032081339
7/2/08,0.002650378,-0.000750669,0.019091482,-0.025049442,-0.013298226,0.005503928,0.005229275,-0.020500074,-0.021565556,0.002500004,,0.905385124,1.030952424
7/3/08,-0.000813367,-0.000429293,-0.000430674,0.00247916,0.012380471,-0.011913706,-0.00216751,-0.000951344,0.003265315,-0.002057827,,0.886824662,1.033529809
7/7/08,0.002136753,0.000858954,-0.013571689,-0.00696944,-0.016718244,-0.009015805,0.004561716,-0.009680944,0,-4.06E-05,,0.885980987,1.031402983
7/8/08,0.000710717,-0.002681841,-0.036252449,0.008150332,0.009918155,-0.004055705,0.006487175,0.01842944,-0.00406836,0.000241581,,0.877403855,1.03136114
7/9/08,-0.00142044,-0.003441964,-0.000679873,-0.026948062,-0.009820751,0.007043793,0.004404381,-0.020298991,-0.016339916,-0.00040819,,0.893573917,1.031610298
7/10/08,-0.001524094,0.001295149,0.027210911,0.031617807,0.003620897,0.022185781,-0.000106978,0.006264102,0.009136239,0.003918364,,0.875435268,1.031189205
7/11/08,0.003256328,-0.001293473,0.013907303,-0.009619684,-0.020078423,0.017427617,-0.014226049,-0.008778982,-0.013168762,-0.000422122,,0.880919084,1.03522978
7/14/08,0.000912913,-0.002374539,0.000435456,0.005195381,-0.004962392,0.007881462,0.008789034,-0.009822806,0.006672246,0.003065263,,0.873185511,1.034792787
7/15/08,-0.000304007,-0.015471173,-0.031773637,-0.022921367,-0.011100356,0.002710812,-0.000322681,-0.012847637,-0.016569963,-0.003832824,,0.864608379,1.037964699
7/16/08,-0.000912358,0.003296747,-0.015284335,0.027828854,0.014641249,-0.017988937,-0.018076183,0.023064209,0.025273776,-0.005678625,,0.853500204,1.033986363
7/17/08,0.003246761,0.002957247,-0.023510679,0.017901185,0.02372934,-0.002329532,-0.005150126,0.010467025,-0.00493017,-0.000142604,,0.873185511,1.028114741
7/18/08,0.000202306,0.016053295,-0.017064033,-0.010771642,0.011433106,-0.000530705,-0.003744958,0.005577661,-0.004128738,-0.000163466,,0.882325165,1.027968128
7/21/08,0.002123343,0.004944102,0.012128462,0.002000001,0.003561397,0.010088192,0.003869621,0.002694178,0,0.004146667,,0.887246475,1.027800091
7/22/08,-0.005145811,0.003422453,-0.021851511,-0.010867199,0.00030866,-0.021656906,-0.004955998,0.013276436,0.013266942,-0.006184779,,0.889636875,1.032062035
7/23/08,0.001115626,-0.002664671,-0.022579933,0.009192817,0.002930667,-0.02675691,-0.001992256,0.004835392,0.006546664,-0.003820487,,0.901448083,1.02567896
7/24/08,-0.003039173,0.002351192,0.000737351,-0.017551574,-0.022454548,0.008391322,0.009759391,-0.02343989,-0.00081301,0.001038605,,0.905806937,1.021760366
7/25/08,0.004064573,0.002132388,-0.012524603,0,0.006607889,0.00394175,-0.009994551,0.003020155,-0.011391408,-0.000611816,,0.884574922,1.022821571
7/28/08,-0.000708431,-0.003404611,0.004973888,0.003392066,-0.013597985,0.000436263,0.010095451,-0.013470647,-0.011522574,0.001520514,,0.887246475,1.022195793
7/29/08,0.00253191,0.000213562,-0.011383285,-0.001802962,0.009348754,-0.012427853,-0.004063735,0.021204815,0.005828399,-0.001007837,,0.875294691,1.023750056
7/30/08,0.002222461,0.00021344,0.019774739,0.016030682,0.00957609,-0.011811448,0.00099246,0.013371053,0.009105987,0.001712623,,0.893855153,1.022718282
7/31/08,0.00191515,0.00202756,-0.008345619,-0.009111103,-0.009174243,0.006255641,0.009915186,-0.011331884,-0.015586591,0.003008531,,0.905806937,1.024469813
8/1/08,-0.003253477,-0.004472477,-0.011138621,-0.002242631,-0.013182684,-0.005661656,0.002211545,-0.004396265,-0.014166614,-0.002914646,,0.895542438,1.027551962
8/4/08,0.003041008,-0.006895061,-0.033041304,-0.033041155,-0.001749382,-0.015965178,-0.002294063,-0.008358279,-0.025359329,-0.004200477,,0.891605396,1.024557011
8/5/08,0.000202162,0.007051434,-0.006989381,0.013249637,0.026445752,-0.023371875,-0.007445528,0.025604272,0.022549936,-0.00248312,,0.884153109,1.020253383
8/6/08,0.000202046,-0.00667891,-0.010688224,0.014452891,0.000931218,0.006505541,-0.004081665,0.001240523,-0.005937252,-0.001114463,,0.906791206,1.017719971
8/7/08,0.000606167,-0.001192938,0.005533577,-0.029850748,-0.018297362,-0.006348142,0.016282691,-0.014248071,-0.022184268,0.002392702,,0.907916101,1.01658576
8/8/08,-0.002624946,0.001737284,-0.028039829,0.003729599,0.001105668,-0.019282101,0.002724788,0.021209718,0.01483415,-0.002890814,,0.894980048,1.019018146
8/11/08,0.000809808,-0.002818136,-0.001078485,-0.012076171,-0.000946691,-0.039085669,-0.009565176,0.010000016,0.006018934,-0.006412264,,0.913962323,1.016072354
8/12/08,0.001921667,0.003913047,-0.008636951,-0.003761161,-0.007580546,-0.007518797,0.009328335,-0.010967268,-0.006837627,0.001738895,,0.92310196,1.009557029
8/13/08,0.000201938,0.001515794,0.033487581,-0.002359667,-0.017345639,0.012916059,-0.003479392,-0.002310202,-0.017211657,0.001820169,,0.912978054,1.011312543
8/14/08,0.000302778,0,-0.008693316,0.006622582,-0.005829967,-0.027096617,0.006437492,0.005248596,-0.006129615,-0.001541562,,0.91086889,1.013153303
