Date,DBC Returns,VGK Returns,GLD Returns,TLT Returns,VTI Returns,Portfolio Returns,,VTI Portfolio,Portfolio,,,,
4/6/06,0.017864563,-0.004213719,0.010569366,-0.0076212,-0.000458826,0.001894929,,1.039265403,1.006968044,,,,
4/7/06,-0.00448985,-0.014725836,-0.011639659,-0.009774302,-0.010711507,-0.010257219,,1.038788562,1.008876176,,,,
4/10/06,0.018450225,0.00188971,0.017238402,0.00188018,0.001314761,0.008105561,,1.027661571,0.998527912,,,,
4/11/06,0.004025778,-0.008744818,-0.009899329,0.003518607,-0.009036836,-0.003088214,,1.029012701,1.006621541,,,,
4/12/06,-0.00200484,-0.001383873,0.007117472,-0.006077571,0.002026463,-0.000329826,,1.019713681,1.003512879,,,,
4/13/06,0.00642828,0.00329116,0.001177856,-0.007055487,-0.000233358,-0.00114564,,1.021780093,1.003181894,,,,
4/17/06,0.010778449,0.010186456,0.026722689,0.003671221,-0.001556031,0.010857277,,1.021541653,1.002032608,,,,
4/18/06,0.013033164,0.014356538,0.012440629,0.001769916,0.017221166,0.009499183,,1.019952102,1.012911954,,,,
4/19/06,0.009746601,0.010951993,0.030719516,-0.006124902,0.002987582,0.008995083,,1.037516866,1.02253379,,,,
4/20/06,-0.011582968,-0.001666625,-0.043764722,-0.000829565,0.00137484,-0.013841285,,1.040616533,1.031731567,,,,
4/21/06,0.021093678,0.004507442,0.03674544,0.005811951,-0.000457601,0.015278456,,1.042047214,1.017451076,,,,
4/24/06,-0.019892821,0.006481684,-0.0245253,0.004009393,-0.00289971,-0.007567377,,1.041570373,1.032996157,,,,
4/25/06,0.003122579,-0.003137413,0.018329229,-0.011862844,-0.00321418,0.000416958,,1.038550121,1.025179085,,,,
4/26/06,-0.003891063,0.001987785,0.013857965,-0.001664078,0.000230311,0.002988812,,1.035212034,1.025606542,,,,
4/27/06,-0.01562501,0.004628836,-0.010840581,0.001309683,0.002916829,-0.003598964,,1.035450455,1.028671887,,,,
4/28/06,0.016666671,0.004113871,0.033830957,0.00071349,0.001913369,0.012367243,,1.038470687,1.024969734,,,,
5/1/06,0.010928923,-0.002622071,0.001075557,-0.007515272,-0.004812507,-0.002002413,,1.040457664,1.037645784,,,,
5/2/06,0.01158305,0.015116629,0.021332089,0.002644236,0.005910392,0.010609558,,1.035450455,1.035567989,,,,
5/3/06,-0.017938962,-0.008416969,-0.001352427,-0.002157745,-0.00289971,-0.004598394,,1.041570373,1.046554908,,,,
5/4/06,-0.012048187,0.007345733,0.015347638,-0.00168189,0.004668261,0.003532416,,1.038550121,1.041742436,,,,
5/5/06,0.011014994,0.020580161,0.00755772,0.006016848,0.008531346,0.008841496,,1.043398344,1.045422304,,,,
5/8/06,-0.002723798,-0.000793908,-0.00632446,0.000598133,0.000906415,-0.001825753,,1.052299937,1.054665401,,,,
5/9/06,0.015606763,0.005561719,0.031379545,-0.000597775,-7.55E-05,0.010948091,,1.053253757,1.052739842,,,,
5/10/06,0.024971167,0.000316062,0.010045881,0.001794278,-0.001358336,0.006357766,,1.053174205,1.064265334,,,,
5/11/06,0.009745136,-0.0083728,0.009235607,-0.004895563,-0.012922281,-0.000626139,,1.051743641,1.071031684,,,,
5/12/06,-0.003340772,-0.015134635,0.001267127,-0.008279271,-0.013397645,-0.006406558,,1.038152714,1.07036107,,,,
5/15/06,-0.033891982,-0.017955376,-0.052165338,0.003992766,0.001086352,-0.018816667,,1.024243912,1.063503739,,,,
5/16/06,0.003084059,0.007082865,0.017801468,0.007471609,-0.003177953,0.008280793,,1.025356601,1.043492143,,,,
5/17/06,-0.001537309,-0.036964328,-0.006704547,-0.006220053,-0.018273756,-0.010472635,,1.022098066,1.052133085,,,,
5/18/06,0.000384909,-0.000339681,-0.010124769,0.013601326,-0.004673232,0.00148517,,1.003420495,1.041114479,,,,
5/19/06,-0.021931515,0.00373771,-0.027868322,0.002612521,0.005650147,-0.008336168,,0.998731278,1.042660711,,,,
5/22/06,0.007867847,-0.020311458,-0.004269579,0.002131949,-0.005934951,-0.002262741,,1.004374257,1.033968916,,,,
5/23/06,0.015612812,0.015203822,0.016538958,-0.000590976,-0.00780134,0.006711605,,0.998413344,1.031629312,,,,
5/24/06,-0.025365122,-0.009530235,-0.034950273,0.000473036,0.003449946,-0.013109066,,0.990624383,1.0385532,,,,
5/25/06,0.017350114,0.018556647,0.009990618,-0.003900734,0.013832287,0.007240426,,0.994041983,1.024938738,,,,
5/26/06,0.009689934,0.008265891,0.006182396,-0.000711954,0.00567817,0.004252005,,1.007791857,1.03235973,,,,
5/30/06,-0.005374282,-0.012548098,0.000153656,-0.000475019,-0.018114771,-0.004538501,,1.01351427,1.036749329,,,,
5/31/06,-0.015052075,0.003558101,-0.013515558,-0.00594036,0.011820169,-0.00576747,,0.995154691,1.032044041,,,,
6/1/06,-0.012147371,0.010130036,-0.026000341,0.004463738,0.012708183,-0.00433356,,1.006917588,1.026091757,,,,
6/2/06,0.019833381,0.010362684,0.015025559,0.012901704,0.001948564,0.012576548,,1.019713681,1.021645127,,,,
6/5/06,-0.002722656,-0.019851133,-0.003307071,-0.001297328,-0.016802842,-0.006005779,,1.021700659,1.034493896,,,,
6/6/06,-0.008580322,-0.010970477,-0.011692242,0.004723685,-0.004509845,-0.004294077,,1.004533184,1.028280954,,,,
6/7/06,-0.00668764,-0.006655288,-0.004316547,0.000235023,-0.006517248,-0.003495083,,1.000002895,1.023865437,,,,
6/8/06,-0.010693075,-0.029376375,-0.021997415,0.001997625,-0.000960016,-0.009718564,,0.993485628,1.020286942,,,,
6/9/06,0.001601312,0.002123857,-0.00755211,0.00527741,-0.003843654,-0.000309625,,0.992531867,1.010371218,,,,
6/12/06,-0.011990447,-0.011126763,-0.006947924,0.000816616,-0.01310294,-0.006021159,,0.988716918,1.010058382,,,,
6/13/06,-0.027103577,-0.028397915,-0.068465785,0.000699352,-0.011892135,-0.026521461,,0.975761819,1.00397666,,,,
6/14/06,-0.000415753,0.017279384,-0.005364789,-0.010017481,0.006347403,-0.00258885,,0.964157928,0.977349732,,,,
6/15/06,0.010815273,0.031622689,0.030564564,-0.005765358,0.023099596,0.014036459,,0.970277827,0.97481952,,,,
6/16/06,0.002057642,-0.006130653,0.00628053,-0.002248547,-0.005204175,-0.000143594,,0.992690853,0.988502534,,,,
6/19/06,-0.018480532,-0.006873509,-0.022884865,-0.001423257,-0.010060353,-0.011213082,,0.987524716,0.988360591,,,,
6/20/06,0.008368229,0.007985823,0.01667846,-0.001662912,0.000243886,0.005874724,,0.977589869,0.977278022,,,,
6/21/06,0.014522848,0.013908463,0.01797562,0.000237921,0.011135522,0.009775013,,0.97782829,0.983019261,,,,
6/22/06,-0.000408995,-0.009897536,-0.010286336,-0.005709569,-0.005466234,-0.006703766,,0.988716918,0.992628287,,,,
6/23/06,-0.002045899,-0.001578414,0.004503759,-0.00203371,0.001535744,0.000317993,,0.98331236,0.985973938,,,,
6/26/06,0.011070161,0.0047427,0.00500081,-0.001917962,0.004903715,0.003203558,,0.984822476,0.986287471,,,,
6/27/06,0.003649608,-0.013811227,-0.01029511,0.004924285,-0.009517669,-0.003300077,,0.989651765,0.989447101,,,,
6/28/06,-0.004040418,0.012940958,-0.002427167,-0.005258691,0.007084646,-0.000821216,,0.980232586,0.986181849,,,,
6/29/06,0.02190675,0.032201624,0.034410827,0.003364151,0.021832343,0.019659465,,0.987177188,0.985371981,,,,
6/30/06,0.00436678,0.014411699,0.028729839,0.009699409,-0.000474848,0.013373078,,1.008729579,1.004743867,,,,
7/3/06,0.026482188,0.006351284,0.01551527,-0.000988133,0.007679537,0.008900148,,1.008250586,1.018180385,,,,
7/5/06,-0.007701137,-0.018103296,0.005146349,-0.007984817,-0.008170975,-0.005328482,,1.015993483,1.027242341,,,,
7/6/06,0.006596811,0.013024362,0.00832,0.006126893,0.003247813,0.007072227,,1.007691825,1.021768698,,,,
7/7/06,-0.007324624,-0.006011046,-0.006188496,0.006447767,-0.00829058,-0.002024595,,1.01096462,1.028994878,,,,
7/10/06,-0.006990281,0.002855751,-0.009739757,0.000949133,0.001194281,-0.002773031,,1.002583137,1.026911581,,,,
7/11/06,0.021900629,0.002010016,0.028861674,0.00320015,0.003658036,0.012570057,,1.003780503,1.024063923,,,,
7/12/06,0.009950258,-0.015212281,0.017395345,0.00023634,-0.010696443,0.003157805,,1.007452368,1.036936465,,,,
7/13/06,-0.000378929,-0.019521341,0.009704329,0.003897889,-0.014896703,7.13E-05,,0.996676211,1.040210908,,,,
7/14/06,0.004548948,-0.006232634,0.004576583,0.000588341,-0.005853661,0.000618574,,0.981829022,1.040285059,,,,
7/17/06,-0.022641544,-0.013588898,-0.02885341,0.001528657,-0.001717357,-0.011815529,,0.976081728,1.040928552,,,,
7/18/06,-0.006177602,-0.002119356,-0.016419062,-0.008571047,0.003358761,-0.008163789,,0.974405447,1.028629431,,,,
7/19/06,0.003496519,0.031504389,0.017964976,0.009474134,0.016492463,0.014232502,,0.977678242,1.020231917,,,,
7/20/06,-0.010452967,-0.005833898,-0.023270311,0.002932895,-0.010200789,-0.008669372,,0.993802564,1.03475237,,,,
7/21/06,-0.002738676,-0.000345192,-0.013271538,-0.001871521,-0.007952629,-0.005833861,,0.983664994,1.025781717,,,,
7/24/06,0.00431547,0.01726519,-0.009236753,-0.000585997,0.019468278,0.002155734,,0.975842271,1.019797448,,,,
7/25/06,-0.008593812,-0.000339398,0.006705921,-0.002931519,0.003370029,0.000172587,,0.99484024,1.021995861,,,,
7/26/06,-0.006698181,0.00662139,0.007311146,0.003645739,0.00271887,0.00355136,,0.99819288,1.022172244,,,,
7/27/06,0.019436801,0.002867233,0.014516161,-0.001523284,-0.00255203,0.005798882,,1.000906836,1.025802346,,,,
7/28/06,-0.003501961,0.019340771,0.003338617,0.005750467,0.008795063,0.005699701,,0.998352492,1.031750852,,,,
7/31/06,0.009761823,-0.002639834,0.000792252,0.001283568,-7.92E-05,0.001617613,,1.007133065,1.037631524,,,,
8/1/06,0.004640337,-0.005293617,0.018366054,-9.36E-05,-0.005152194,0.004397381,,1.007053278,1.03931001,,,,
8/2/06,0.013471885,0.009978337,0.006685323,0.003744427,0.006294337,0.006726151,,1.001864745,1.043880252,,,,
8/3/06,-0.009494844,-0.001317258,-0.009729683,0.000233214,0.002216927,-0.003606965,,1.008170819,1.050901549,,,,
8/4/06,-0.001150339,0.003957089,0.002495259,0.006060569,-0.00047406,0.003069475,,1.01040586,1.047110984,,,,
8/7/06,0.01573893,-0.003777296,0.003422542,0.000579272,-0.003319609,0.002267625,,1.009926867,1.050325064,,,,
8/8/06,-0.013983309,-0.006429276,-0.008217039,-0.002199869,-0.004599535,-0.006070376,,1.006574305,1.052706808,,,,
8/9/06,0.001533102,0.00746642,0.010317274,-0.003248996,-0.005098793,0.00190091,,1.001944531,1.046316481,,,,
8/10/06,-0.01301181,-0.003623215,-0.021352268,-0.00151344,0.003843718,-0.007898411,,0.996835823,1.048305435,,,,
8/11/06,-0.00969365,-0.005123987,-0.008537565,-0.004313813,-0.003111028,-0.006061503,,1.000667379,1.040025487,,,,
8/14/06,-0.00939708,0.001329153,-0.007335337,-0.001756453,0.001840394,-0.003443554,,0.997554274,1.03372137,,,,
8/15/06,0.001581058,0.022067336,-0.003855454,0.008445755,0.012779612,0.006128106,,0.999390168,1.030161695,,,,
8/16/06,-0.010655139,0.008766246,0.007740752,0.006746564,0.009779101,0.005496261,,1.012161986,1.036474635,,,,
8/17/06,-0.015556413,-0.003540419,-0.023363785,-0.000346692,0.00226498,-0.008558178,,1.022060021,1.04217137,,,,
8/18/06,0.005267384,0.002906989,0.000163887,0.002889499,0.003974086,0.002578754,,1.024374966,1.033252282,,,,
8/21/06,0.008061293,-0.00096613,0.022935747,0.003572734,-0.003803082,0.008027674,,1.028445921,1.035916785,,,,
8/22/06,-0.001599391,-0.0053192,-0.006245996,0.000344484,0.000311599,-0.002284831,,1.024534657,1.044232788,,,,
8/23/06,-0.010412504,-0.002592753,-0.00354548,0.000459208,-0.004829074,-0.003025496,,1.024853901,1.041846892,,,,
8/24/06,0.014569024,-0.000487407,-0.001293903,0.001835875,-7.82E-05,0.00204352,,1.019904805,1.038694788,,,,
8/25/06,-0.00039888,-0.000162565,0.000323887,0.001488999,0.000391312,0.000618406,,1.019825038,1.040817382,,,,
8/28/06,-0.015562621,0.007966192,-0.012465598,0.000914836,0.005789889,-0.003458372,,1.020224108,1.041461029,,,,
8/29/06,-0.001621434,0.005967733,-0.000983623,0.001371154,0.001944765,0.000880688,,1.026131093,1.037859269,,,,
8/30/06,0.01502235,0.002886015,0.007876584,0.002624405,0.002173916,0.005572945,,1.028126676,1.038773299,,,,
8/31/06,0,-0.002238208,0.014164816,0.002389885,-0.000154985,0.004553281,,1.030361737,1.044562326,,,,
9/1/06,-0.001999943,0.004806926,-0.002408123,0.000342008,0.005811259,0.000488121,,1.030202047,1.049318511,,,,
9/5/06,-0.00160328,0.00015948,0.019633119,-0.006267133,0.002003002,0.003271153,,1.036188818,1.049830705,,,,
9/6/06,-0.005218749,-0.014030617,-0.007891414,-0.001376012,-0.010686659,-0.006192905,,1.038264306,1.053264862,,,,
9/7/06,-0.003228386,-0.011157803,-0.025612488,0.001952067,-0.003730153,-0.008409941,,1.027168729,1.046742093,,,,
9/8/06,-0.008097193,0,-0.0099592,0.000802199,0.002028156,-0.003188812,,1.023337232,1.037939054,,,,
9/11/06,-0.023265309,-0.003107167,-0.035290222,-0.000916091,0.000311332,-0.013251348,,1.02541272,1.034629262,,,,
9/12/06,-0.01587971,0.014763817,-0.003076923,0.00504301,0.011361914,0.002043747,,1.025731964,1.02091903,,,,
9/13/06,-0.002547707,0.001131574,0.005144016,0.000456165,0.005309227,0.002125674,,1.037386243,1.02300553,,,,
9/14/06,-0.005959985,0.001614711,-0.024394405,-0.00227977,-0.002143115,-0.008465689,,1.042893962,1.025180106,,,,
9/15/06,-0.002997837,-0.005319984,0.003672023,-0.000799724,0.002377819,0.000165795,,1.04065892,1.01650125,,,,
9/18/06,0.012027449,0.005186372,0.014459895,-0.001600729,0.000765268,0.005529955,,1.043133419,1.01666978,,,,
9/19/06,-0.014855714,-0.009513052,-0.022497029,0.01122313,-0.002599745,-0.005301797,,1.043931696,1.022291919,,,,
9/20/06,-0.006031839,0.01416245,0.005973296,0.001472223,0.005979738,0.003668887,,1.041217739,1.016871934,,,,
9/21/06,0.0173385,0.004333874,0.01205035,0.009159751,-0.006249089,0.008358135,,1.047443948,1.020602722,,,,
9/22/06,-0.011503964,-0.003675875,0.009490923,0.004930553,-0.002530576,0.00228821,,1.040898378,1.029133058,,,,
9/25/06,0.00215511,0.002887404,0,0.007024948,0.008560872,0.004282082,,1.038264306,1.03148793,,,,
9/26/06,0.00430109,0.005278264,0.004102598,-0.004207707,0.006965207,0.001628935,,1.047152754,1.035904846,,,,
9/27/06,0.01498932,0.002386674,0.018215849,-0.002891157,0.001216197,0.006256601,,1.054446389,1.037592267,,,,
9/28/06,0.008016818,0.003174598,-0.000334392,-0.001672808,0.000986994,0.00073863,,1.055728804,1.044084068,,,,
9/29/06,0.002511582,-0.001424044,-0.005352065,-0.001228708,-0.003109638,-0.002191426,,1.056770802,1.04485526,,,,
10/2/06,-0.010855959,-0.000475334,-0.005380847,0.002739777,-0.002814927,-0.00227543,,1.053484628,1.042565536,,,,
10/3/06,-0.016462701,-0.001743842,-0.034488604,-0.001343805,0.001525883,-0.012042788,,1.050519145,1.040193252,,,,
10/4/06,0.00729613,0.010798803,-0.012957485,0.007288638,0.010588848,0.002476592,,1.052122114,1.027666424,,,,
10/5/06,0.005539036,0,0.009756945,-0.007013299,0.004824357,0.001517471,,1.063262875,1.030211535,,,,
10/6/06,0.003813576,-0.007384156,0.001229867,-0.010426003,-0.001950554,-0.003962769,,1.068392434,1.031774851,,,,
10/9/06,0.027859831,0.001899327,0.003684839,0.002718988,0.000977183,0.005764095,,1.066308477,1.027686165,,,,
10/10/06,-0.026694024,0.00047398,-0.003496521,-0.007908768,0.002252786,-0.006766981,,1.067350455,1.033609846,,,,
10/11/06,-0.01350219,0.001421073,-0.002105246,-0.002960871,-0.001798189,-0.003430855,,1.069754967,1.026615427,,,,
10/12/06,0.011120626,0.010879875,0.010724349,0.000571055,0.009982747,0.00700716,,1.067831346,1.023093259,,,,
10/13/06,0.021573627,-0.000156021,0.01878584,-0.005022779,0.003492866,0.006519825,,1.078491236,1.030262237,,,,
10/16/06,0.008695677,0.002340132,0.010244118,0.004474525,0.002740106,0.006144824,,1.082258262,1.036979366,,,,
10/17/06,0.000820968,-0.005758746,-0.00878817,0.000799531,-0.003914323,-0.003156066,,1.085223764,1.043351422,,,,
10/18/06,-0.015996689,0.001095792,-0.001023052,0.002054341,0.001408773,-0.001208428,,1.080975848,1.040058536,,,,
10/19/06,0.016673581,0.008444061,0.013995562,-0.001822367,0.001110685,0.006261943,,1.082498697,1.0388017,,,,
10/20/06,-0.013940125,0.006202549,-0.010604292,-0.001026888,-0.000295886,-0.004463032,,1.083701012,1.045306617,,,,
10/23/06,0.002079031,-0.000616465,-0.017352858,-0.003997784,0.004290892,-0.005470963,,1.08338036,1.04064138,,,,
10/24/06,0.007053979,-0.001696223,0.007098338,0,0.002430953,0.003008896,,1.088029028,1.034948069,,,,
10/25/06,0.017717348,0.008495571,0.010142686,0.007912876,0.003306863,0.009158585,,1.090673976,1.038062121,,,,
10/26/06,-0.006882583,0.00735176,0.009019793,0.006485374,0.00527357,0.005457507,,1.094280685,1.047569301,,,,
10/27/06,0.002853628,-0.006233803,0.001855304,0.004634894,-0.007650291,0.000871493,,1.100051451,1.053286418,,,,
10/30/06,-0.010569115,-0.002141958,0.008417508,0.002813101,0.000367129,0.00189132,,1.091635738,1.05420435,,,,
10/31/06,-0.006162694,0.003373199,0.005676127,0.007742322,-0.001247699,0.00377843,,1.092036509,1.056198187,,,,
11/1/06,0.012815207,-0.00168093,0.01859228,0.005532964,-0.008083521,0.007455163,,1.090673976,1.060188958,,,,
11/2/06,-0.007346972,0.003520533,0.009126418,-0.004112972,-0.000592691,0.000399703,,1.08185749,1.06809284,,,,
11/3/06,0.012335568,-0.002440471,0.006136967,-0.011831648,-0.000148184,-0.001324097,,1.081216283,1.068519759,,,,
11/6/06,0.017465433,0.013455615,-0.006581059,0.00293688,0.011120999,0.004257465,,1.081056064,1.067104936,,,,
11/7/06,-0.002395192,0.004375389,0.002423687,0.004617591,0.003446272,0.002958228,,1.093078488,1.071648097,,,,
11/8/06,-0.001200514,0.004206096,-0.014990329,0.003587442,0.002557467,-0.002237962,,1.096845533,1.074818276,,,,
11/9/06,0.013221228,-0.004786846,0.030109638,-0.000558475,-0.005466465,0.008550518,,1.09965068,1.072412874,,,,
11/10/06,-0.020956914,0.008417227,-0.007307371,0.004358997,0.002271874,-0.001888342,,1.093639478,1.08158256,,,,
11/13/06,-0.007269823,-0.004620632,-0.004800816,-0.000222623,0.002266832,-0.002448602,,1.09612409,1.079540162,,,,
11/14/06,0.002847823,0.00419287,-0.009004631,0.003895887,0.007806175,0.00075984,,1.098608819,1.076896799,,,,
11/15/06,0.007707941,0.000745651,0.003407415,-0.003769872,0.003764337,0.001125008,,1.107184751,1.077715068,,,,
11/16/06,-0.024959774,-0.001341145,-0.008570488,-0.004563115,0.002163591,-0.006939387,,1.111352568,1.078927506,,,,
11/17/06,0.012386499,-0.001342831,0.007665927,0.005702092,-0.000503797,0.005517305,,1.11375708,1.071440411,,,,
11/20/06,-0.003670446,-0.001195304,-0.000161848,0.001556412,0.000576006,2.88E-05,,1.113195973,1.077351874,,,,
11/21/06,0.009414628,0.006581925,0.008094544,0.002442009,0.002590489,0.00529727,,1.11383718,1.07738292,,,,
11/22/06,0.003649608,0.005498625,0.003693592,0.001660972,0.002799101,0.003005232,,1.116722563,1.083090108,,,,
11/24/06,0.013737402,-0.000739016,0.016,0.001768768,-0.002934464,0.006292818,,1.119848382,1.086345046,,,,
11/27/06,0.002789936,-0.013607426,0.003149622,0.00364152,-0.01586383,-0.001001583,,1.116562227,1.093181217,,,,
11/28/06,0.002782174,0.006747586,-0.002040832,0.002089086,0.003792768,0.001723421,,1.098849274,1.092086305,,,,
11/29/06,0.012683305,0.007745061,-0.006449583,-0.002304135,0.010245624,0.001122549,,1.103016954,1.09396843,,,,
11/30/06,0.009002016,0.003547132,0.019474335,0.006598463,0.001582407,0.009470525,,1.114318051,1.095196463,,,,
12/1/06,-0.000387895,-0.003534594,-0.004193136,0.002544154,-0.002800726,-0.001025254,,1.116081356,1.105568549,,,,
12/4/06,-0.004656626,0.00753761,0,0.001750203,0.009794053,0.002159698,,1.112955518,1.10443506,,,,
12/5/06,0.003118927,0.007628061,-0.004834716,-0.004695347,0.003637104,-0.001402994,,1.123855863,1.106820306,,,,
12/6/06,-0.013214174,-0.006551233,-0.017552139,-0.001974776,-0.000568475,-0.007936318,,1.127943443,1.105267444,,,,
12/7/06,-0.003544677,0.006594435,0.000638076,-0.00076948,-0.004479138,-0.000511422,,1.127302236,1.096495691,,,,
12/8/06,-0.007905123,-0.002474973,-0.010840124,-0.007260759,0.001713967,-0.006617645,,1.122252894,1.095934918,,,,
12/11/06,0.001593614,0.006859334,0.008380355,0.004321805,0.00213891,0.005058062,,1.124176398,1.08868241,,,,
12/12/06,-0.001591078,0.002319226,-0.000799105,0.002096453,-0.001565183,0.00035275,,1.12658091,1.094189032,,,,
12/13/06,0.000398446,0.005495261,-0.000639795,-0.008918712,0.00171018,-0.002581896,,1.124817605,1.094575007,,,,
12/14/06,0.011549141,0.00532148,-0.00576186,-0.003666284,0.007611271,7.63E-05,,1.126741246,1.091748929,,,,
12/15/06,0.004724417,-0.007296172,-0.018029604,0.000557579,0.000282451,-0.004895064,,1.135317178,1.091832193,,,,
12/18/06,-0.017663646,0.001585243,0.000655754,0.00033433,-0.00409346,-0.002286384,,1.13563785,1.086487605,,,,
12/19/06,0.011851282,0.005467588,0.012450819,-0.001336936,0.001417316,0.005164618,,1.130989162,1.084003477,,,,
12/20/06,0.002019366,-0.005294717,-0.002912621,-0.000111581,-0.000424593,-0.001179015,,1.132592131,1.08960194,,,,
12/21/06,-0.010076608,-0.002157976,-0.003894807,0.005020687,-0.003893816,-0.001255911,,1.132111241,1.088317283,,,,
12/22/06,0.00773619,-0.002531503,0.004398843,-0.007659885,-0.005629065,-0.00163093,,1.127703008,1.086950454,,,,
